id,source,best_known,gap_blocks
ljcr-c-31-14-4,ljcr-covering-designs,60,13
ljcr-c-34-15-4,ljcr-covering-designs,63,13
ljcr-c-35-9-3,ljcr-covering-designs,103,13
ljcr-c-39-9-3,ljcr-covering-designs,139,13
ljcr-c-41-25-5,ljcr-covering-designs,39,13
ljcr-c-43-25-5,ljcr-covering-designs,48,13
ljcr-c-45-12-3,ljcr-covering-designs,88,13
ljcr-c-46-13-3,ljcr-covering-designs,77,13
ljcr-c-49-14-3,ljcr-covering-designs,76,13
ljcr-c-49-15-3,ljcr-covering-designs,62,13
ljcr-c-51-15-3,ljcr-covering-designs,68,13
ljcr-c-52-12-3,ljcr-covering-designs,130,13
ljcr-c-52-13-3,ljcr-covering-designs,101,13
ljcr-c-52-15-3,ljcr-covering-designs,76,13
ljcr-c-52-16-3,ljcr-covering-designs,59,13
ljcr-c-53-15-3,ljcr-covering-designs,77,13
ljcr-c-54-16-3,ljcr-covering-designs,67,13
ljcr-c-55-16-3,ljcr-covering-designs,72,13
ljcr-c-55-17-3,ljcr-covering-designs,59,13
ljcr-c-15-8-5,ljcr-covering-designs,89,14
ljcr-c-20-11-5,ljcr-covering-designs,64,14
ljcr-c-24-12-5,ljcr-covering-designs,86,14
ljcr-c-24-13-5,ljcr-covering-designs,64,14
ljcr-c-24-14-5,ljcr-covering-designs,49,14
ljcr-c-25-13-5,ljcr-covering-designs,72,14
ljcr-c-26-16-5,ljcr-covering-designs,39,14
ljcr-c-29-18-5,ljcr-covering-designs,39,14
ljcr-c-32-19-5,ljcr-covering-designs,46,14
ljcr-c-33-19-5,ljcr-covering-designs,51,14
ljcr-c-36-16-4,ljcr-covering-designs,62,14
ljcr-c-36-21-5,ljcr-covering-designs,49,14
ljcr-c-37-16-4,ljcr-covering-designs,70,14
ljcr-c-37-21-5,ljcr-covering-designs,53,14
ljcr-c-39-10-3,ljcr-covering-designs,104,14
ljcr-c-39-24-5,ljcr-covering-designs,39,14
ljcr-c-40-10-3,ljcr-covering-designs,110,14
ljcr-c-42-12-3,ljcr-covering-designs,77,14
ljcr-c-43-22-5,ljcr-covering-designs,73,14
ljcr-c-44-11-3,ljcr-covering-designs,110,14
ljcr-c-44-20-4,ljcr-covering-designs,54,14
ljcr-c-44-22-5,ljcr-covering-designs,78,14
ljcr-c-45-11-3,ljcr-covering-designs,117,14
ljcr-c-45-14-3,ljcr-covering-designs,59,14
ljcr-c-45-19-4,ljcr-covering-designs,74,14
ljcr-c-49-23-4,ljcr-covering-designs,49,14
ljcr-c-50-23-4,ljcr-covering-designs,54,14
ljcr-c-52-24-4,ljcr-covering-designs,51,14
ljcr-c-53-16-3,ljcr-covering-designs,64,14
ljcr-c-56-17-3,ljcr-covering-designs,64,14
ljcr-c-57-16-3,ljcr-covering-designs,79,14
ljcr-c-59-17-3,ljcr-covering-designs,73,14
ljcr-c-59-18-3,ljcr-covering-designs,61,14
ljcr-c-17-6-4,ljcr-covering-designs,188,15
ljcr-c-18-7-4,ljcr-covering-designs,126,15
ljcr-c-18-9-5,ljcr-covering-designs,113,15
ljcr-c-23-9-4,ljcr-covering-designs,107,15
ljcr-c-28-12-4,ljcr-covering-designs,74,15
ljcr-c-28-13-4,ljcr-covering-designs,54,15
ljcr-c-28-17-5,ljcr-covering-designs,42,15
ljcr-c-30-13-4,ljcr-covering-designs,73,15
ljcr-c-30-18-5,ljcr-covering-designs,42,15
ljcr-c-30-6-3,ljcr-covering-designs,225,15
ljcr-c-31-18-5,ljcr-covering-designs,52,15
ljcr-c-31-19-5,ljcr-covering-designs,40,15
ljcr-c-31-7-3,ljcr-covering-designs,153,15
ljcr-c-32-18-5,ljcr-covering-designs,55,15
ljcr-c-33-15-4,ljcr-covering-designs,57,15
ljcr-c-34-21-5,ljcr-covering-designs,40,15
ljcr-c-34-8-3,ljcr-covering-designs,139,15
ljcr-c-35-16-4,ljcr-covering-designs,57,15
ljcr-c-35-20-5,ljcr-covering-designs,52,15
ljcr-c-38-23-5,ljcr-covering-designs,42,15
ljcr-c-39-18-4,ljcr-covering-designs,54,15
ljcr-c-40-24-5,ljcr-covering-designs,42,15
ljcr-c-41-19-4,ljcr-covering-designs,52,15
ljcr-c-54-18-4,ljcr-covering-designs,141,15
ljcr-c-56-14-3,ljcr-covering-designs,103,15
ljcr-c-57-17-3,ljcr-covering-designs,66,15
ljcr-c-58-14-3,ljcr-covering-designs,115,15
ljcr-c-60-18-3,ljcr-covering-designs,65,15
ljcr-c-21-11-5,ljcr-covering-designs,78,16
ljcr-c-22-9-4,ljcr-covering-designs,95,16
ljcr-c-28-14-5,ljcr-covering-designs,88,16
ljcr-c-29-7-3,ljcr-covering-designs,132,16
ljcr-c-30-17-5,ljcr-covering-designs,55,16
ljcr-c-32-14-4,ljcr-covering-designs,67,16
ljcr-c-33-20-5,ljcr-covering-designs,43,16
ljcr-c-34-17-5,ljcr-covering-designs,80,16
ljcr-c-34-19-5,ljcr-covering-designs,56,16
ljcr-c-35-21-5,ljcr-covering-designs,43,16
ljcr-c-36-18-5,ljcr-covering-designs,80,16
ljcr-c-36-9-3,ljcr-covering-designs,112,16
ljcr-c-38-17-4,ljcr-covering-designs,63,16
ljcr-c-39-23-5,ljcr-covering-designs,44,16
ljcr-c-40-18-4,ljcr-covering-designs,59,16
ljcr-c-40-22-5,ljcr-covering-designs,58,16
ljcr-c-40-23-5,ljcr-covering-designs,53,16
ljcr-c-43-20-4,ljcr-covering-designs,53,16
ljcr-c-46-25-5,ljcr-covering-designs,59,16
ljcr-c-47-22-4,ljcr-covering-designs,51,16
ljcr-c-48-22-4,ljcr-covering-designs,56,16
ljcr-c-51-24-4,ljcr-covering-designs,50,16
ljcr-c-53-18-4,ljcr-covering-designs,137,16
ljcr-c-53-23-4,ljcr-covering-designs,67,16
ljcr-c-55-14-3,ljcr-covering-designs,99,16
ljcr-c-56-20-4,ljcr-covering-designs,120,16
ljcr-c-58-13-3,ljcr-covering-designs,146,16
ljcr-c-58-17-3,ljcr-covering-designs,71,16
ljcr-c-60-15-3,ljcr-covering-designs,104,16
ljcr-c-15-7-5,ljcr-covering-designs,189,17
ljcr-c-24-10-4,ljcr-covering-designs,87,17
ljcr-c-25-10-4,ljcr-covering-designs,97,17
ljcr-c-30-7-3,ljcr-covering-designs,142,17
ljcr-c-35-8-3,ljcr-covering-designs,149,17
ljcr-c-36-15-4,ljcr-covering-designs,77,17
ljcr-c-37-22-5,ljcr-covering-designs,44,17
ljcr-c-38-21-5,ljcr-covering-designs,59,17
ljcr-c-39-22-5,ljcr-covering-designs,56,17
ljcr-c-40-17-4,ljcr-covering-designs,76,17
ljcr-c-41-23-5,ljcr-covering-designs,57,17
ljcr-c-42-23-5,ljcr-covering-designs,59,17
ljcr-c-42-24-5,ljcr-covering-designs,54,17
ljcr-c-42-25-5,ljcr-covering-designs,44,17
ljcr-c-43-24-5,ljcr-covering-designs,57,17
ljcr-c-44-24-5,ljcr-covering-designs,60,17
ljcr-c-44-25-5,ljcr-covering-designs,54,17
ljcr-c-45-20-4,ljcr-covering-designs,65,17
ljcr-c-45-25-5,ljcr-covering-designs,57,17
ljcr-c-50-12-3,ljcr-covering-designs,122,17
ljcr-c-50-25-5,ljcr-covering-designs,79,17
ljcr-c-54-19-4,ljcr-covering-designs,128,17
ljcr-c-54-25-4,ljcr-covering-designs,54,17
ljcr-c-55-24-4,ljcr-covering-designs,68,17
ljcr-c-19-10-5,ljcr-covering-designs,83,18
ljcr-c-23-12-5,ljcr-covering-designs,80,18
ljcr-c-27-14-5,ljcr-covering-designs,76,18
ljcr-c-38-14-4,ljcr-covering-designs,113,18
ljcr-c-41-10-3,ljcr-covering-designs,121,18
ljcr-c-41-15-4,ljcr-covering-designs,122,18
ljcr-c-41-18-4,ljcr-covering-designs,69,18
ljcr-c-42-18-4,ljcr-covering-designs,70,18
ljcr-c-42-19-4,ljcr-covering-designs,60,18
ljcr-c-43-19-4,ljcr-covering-designs,66,18
ljcr-c-46-20-4,ljcr-covering-designs,69,18
ljcr-c-46-23-5,ljcr-covering-designs,82,18
ljcr-c-48-21-4,ljcr-covering-designs,69,18
ljcr-c-49-12-3,ljcr-covering-designs,116,18
ljcr-c-51-12-3,ljcr-covering-designs,129,18
ljcr-c-53-24-4,ljcr-covering-designs,60,18
ljcr-c-54-13-3,ljcr-covering-designs,122,18
ljcr-c-55-19-4,ljcr-covering-designs,131,18
ljcr-c-55-23-4,ljcr-covering-designs,78,18
ljcr-c-55-25-4,ljcr-covering-designs,58,18
ljcr-c-59-21-4,ljcr-covering-designs,125,18
ljcr-c-28-11-4,ljcr-covering-designs,103,19
ljcr-c-33-14-4,ljcr-covering-designs,78,19
ljcr-c-34-7-3,ljcr-covering-designs,209,19
ljcr-c-36-14-4,ljcr-covering-designs,104,19
ljcr-c-37-14-4,ljcr-covering-designs,109,19
ljcr-c-37-9-3,ljcr-covering-designs,122,19
ljcr-c-39-15-4,ljcr-covering-designs,105,19
ljcr-c-39-16-4,ljcr-covering-designs,88,19
ljcr-c-43-16-4,ljcr-covering-designs,114,19
ljcr-c-46-11-3,ljcr-covering-designs,128,19
ljcr-c-46-21-4,ljcr-covering-designs,59,19
ljcr-c-47-23-5,ljcr-covering-designs,87,19
ljcr-c-49-22-4,ljcr-covering-designs,62,19
ljcr-c-50-21-4,ljcr-covering-designs,79,19
ljcr-c-51-23-4,ljcr-covering-designs,59,19
ljcr-c-52-18-4,ljcr-covering-designs,135,19
ljcr-c-53-12-3,ljcr-covering-designs,148,19
ljcr-c-55-20-4,ljcr-covering-designs,118,19
ljcr-c-56-13-3,ljcr-covering-designs,136,19
ljcr-c-57-14-3,ljcr-covering-designs,109,19
ljcr-c-57-20-4,ljcr-covering-designs,131,19
ljcr-c-57-24-4,ljcr-covering-designs,79,19
ljcr-c-17-9-5,ljcr-covering-designs,79,20
ljcr-c-19-7-4,ljcr-covering-designs,151,20
ljcr-c-22-8-4,ljcr-covering-designs,152,20
ljcr-c-24-9-4,ljcr-covering-designs,122,20
ljcr-c-29-12-4,ljcr-covering-designs,88,20
ljcr-c-31-13-4,ljcr-covering-designs,80,20
ljcr-c-33-13-4,ljcr-covering-designs,102,20
ljcr-c-39-17-4,ljcr-covering-designs,71,20
ljcr-c-40-16-4,ljcr-covering-designs,93,20
ljcr-c-42-10-3,ljcr-covering-designs,130,20
ljcr-c-43-10-3,ljcr-covering-designs,141,20
ljcr-c-44-17-4,ljcr-covering-designs,106,20
ljcr-c-51-18-4,ljcr-covering-designs,131,20
ljcr-c-51-22-4,ljcr-covering-designs,71,20
ljcr-c-52-23-4,ljcr-covering-designs,64,20
ljcr-c-54-23-4,ljcr-covering-designs,72,20
ljcr-c-54-24-4,ljcr-covering-designs,63,20
ljcr-c-55-13-3,ljcr-covering-designs,130,20
ljcr-c-56-24-4,ljcr-covering-designs,72,20
ljcr-c-58-25-4,ljcr-covering-designs,72,20
ljcr-c-60-21-4,ljcr-covering-designs,132,20
ljcr-c-30-11-4,ljcr-covering-designs,133,21
ljcr-c-37-15-4,ljcr-covering-designs,93,21
ljcr-c-38-16-4,ljcr-covering-designs,81,21
ljcr-c-40-9-3,ljcr-covering-designs,159,21
ljcr-c-42-15-4,ljcr-covering-designs,131,21
ljcr-c-42-16-4,ljcr-covering-designs,108,21
ljcr-c-43-18-4,ljcr-covering-designs,81,21
ljcr-c-44-10-3,ljcr-covering-designs,149,21
ljcr-c-44-19-4,ljcr-covering-designs,72,21
ljcr-c-46-17-4,ljcr-covering-designs,116,21
ljcr-c-47-18-4,ljcr-covering-designs,108,21
ljcr-c-48-17-4,ljcr-covering-designs,132,21
ljcr-c-48-18-4,ljcr-covering-designs,112,21
ljcr-c-51-19-4,ljcr-covering-designs,113,21
ljcr-c-53-19-4,ljcr-covering-designs,127,21
ljcr-c-56-25-4,ljcr-covering-designs,64,21
ljcr-c-58-21-4,ljcr-covering-designs,121,21
ljcr-c-60-14-3,ljcr-covering-designs,133,21
ljcr-c-27-11-4,ljcr-covering-designs,94,22
ljcr-c-32-12-4,ljcr-covering-designs,121,22
ljcr-c-32-7-3,ljcr-covering-designs,165,22
ljcr-c-34-13-4,ljcr-covering-designs,109,22
ljcr-c-36-8-3,ljcr-covering-designs,162,22
ljcr-c-38-19-5,ljcr-covering-designs,86,22
ljcr-c-41-16-4,ljcr-covering-designs,104,22
ljcr-c-41-17-4,ljcr-covering-designs,83,22
ljcr-c-41-9-3,ljcr-covering-designs,168,22
ljcr-c-42-9-3,ljcr-covering-designs,176,22
ljcr-c-44-16-4,ljcr-covering-designs,127,22
ljcr-c-47-21-4,ljcr-covering-designs,65,22
ljcr-c-50-19-4,ljcr-covering-designs,109,22
ljcr-c-50-22-4,ljcr-covering-designs,66,22
ljcr-c-54-20-4,ljcr-covering-designs,114,22
ljcr-c-56-19-4,ljcr-covering-designs,149,22
ljcr-c-57-21-4,ljcr-covering-designs,115,22
ljcr-c-59-14-3,ljcr-covering-designs,128,22
ljcr-c-59-22-4,ljcr-covering-designs,114,22
ljcr-c-29-6-3,ljcr-covering-designs,217,23
ljcr-c-30-12-4,ljcr-covering-designs,96,23
ljcr-c-40-15-4,ljcr-covering-designs,114,23
ljcr-c-42-17-4,ljcr-covering-designs,95,23
ljcr-c-42-21-5,ljcr-covering-designs,87,23
ljcr-c-45-10-3,ljcr-covering-designs,158,23
ljcr-c-45-16-4,ljcr-covering-designs,133,23
ljcr-c-45-17-4,ljcr-covering-designs,111,23
ljcr-c-48-11-3,ljcr-covering-designs,150,23
ljcr-c-49-17-4,ljcr-covering-designs,139,23
ljcr-c-49-21-4,ljcr-covering-designs,75,23
ljcr-c-52-19-4,ljcr-covering-designs,119,23
ljcr-c-53-20-4,ljcr-covering-designs,111,23
ljcr-c-57-13-3,ljcr-covering-designs,142,23
ljcr-c-58-20-4,ljcr-covering-designs,137,23
ljcr-c-59-20-4,ljcr-covering-designs,144,23
ljcr-c-60-22-4,ljcr-covering-designs,116,23
ljcr-c-15-6-4,ljcr-covering-designs,117,24
ljcr-c-22-11-5,ljcr-covering-designs,108,24
ljcr-c-31-12-4,ljcr-covering-designs,110,24
ljcr-c-32-13-4,ljcr-covering-designs,96,24
ljcr-c-35-13-4,ljcr-covering-designs,124,24
ljcr-c-35-17-5,ljcr-covering-designs,101,24
ljcr-c-50-10-3,ljcr-covering-designs,204,24
ljcr-c-52-22-4,ljcr-covering-designs,76,24
ljcr-c-53-22-4,ljcr-covering-designs,85,24
ljcr-c-60-25-4,ljcr-covering-designs,84,24
ljcr-c-26-13-5,ljcr-covering-designs,101,25
ljcr-c-29-11-4,ljcr-covering-designs,115,25
ljcr-c-35-14-4,ljcr-covering-designs,98,25
ljcr-c-45-18-4,ljcr-covering-designs,98,25
ljcr-c-46-19-4,ljcr-covering-designs,86,25
ljcr-c-56-21-4,ljcr-covering-designs,113,25
ljcr-c-57-25-4,ljcr-covering-designs,69,25
ljcr-c-59-25-4,ljcr-covering-designs,78,25
ljcr-c-27-10-4,ljcr-covering-designs,129,26
ljcr-c-30-15-5,ljcr-covering-designs,94,26
ljcr-c-34-14-4,ljcr-covering-designs,90,26
ljcr-c-38-15-4,ljcr-covering-designs,102,26
ljcr-c-47-17-4,ljcr-covering-designs,126,26
ljcr-c-48-20-4,ljcr-covering-designs,86,26
ljcr-c-49-10-3,ljcr-covering-designs,198,26
ljcr-c-49-11-3,ljcr-covering-designs,156,26
ljcr-c-50-11-3,ljcr-covering-designs,163,26
ljcr-c-54-11-3,ljcr-covering-designs,198,26
ljcr-c-55-11-3,ljcr-covering-designs,206,26
ljcr-c-55-22-4,ljcr-covering-designs,99,26
ljcr-c-60-13-3,ljcr-covering-designs,165,26
ljcr-c-47-11-3,ljcr-covering-designs,139,27
ljcr-c-49-18-4,ljcr-covering-designs,123,27
ljcr-c-50-18-4,ljcr-covering-designs,127,27
ljcr-c-58-24-4,ljcr-covering-designs,88,27
ljcr-c-19-9-5,ljcr-covering-designs,149,28
ljcr-c-22-10-5,ljcr-covering-designs,174,28
ljcr-c-26-10-4,ljcr-covering-designs,117,28
ljcr-c-39-19-5,ljcr-covering-designs,98,28
ljcr-c-43-17-4,ljcr-covering-designs,102,28
ljcr-c-44-18-4,ljcr-covering-designs,92,28
ljcr-c-46-18-4,ljcr-covering-designs,105,28
ljcr-c-48-10-3,ljcr-covering-designs,192,28
ljcr-c-49-19-4,ljcr-covering-designs,106,28
ljcr-c-51-21-4,ljcr-covering-designs,89,28
ljcr-c-51-25-5,ljcr-covering-designs,96,28
ljcr-c-54-12-3,ljcr-covering-designs,159,28
ljcr-c-55-12-3,ljcr-covering-designs,166,28
ljcr-c-58-12-3,ljcr-covering-designs,193,28
ljcr-c-58-23-4,ljcr-covering-designs,102,28
ljcr-c-59-24-4,ljcr-covering-designs,92,28
ljcr-c-60-24-4,ljcr-covering-designs,93,28
ljcr-c-33-12-4,ljcr-covering-designs,134,29
ljcr-c-36-13-4,ljcr-covering-designs,135,29
ljcr-c-37-8-3,ljcr-covering-designs,177,29
ljcr-c-43-15-4,ljcr-covering-designs,150,29
ljcr-c-47-10-3,ljcr-covering-designs,185,29
ljcr-c-48-19-4,ljcr-covering-designs,103,29
ljcr-c-50-17-4,ljcr-covering-designs,150,29
ljcr-c-53-11-3,ljcr-covering-designs,193,29
ljcr-c-54-21-4,ljcr-covering-designs,107,29
ljcr-c-56-22-4,ljcr-covering-designs,103,29
ljcr-c-59-13-3,ljcr-covering-designs,161,29
ljcr-c-17-8-5,ljcr-covering-designs,177,30
ljcr-c-33-16-5,ljcr-covering-designs,111,30
ljcr-c-39-14-4,ljcr-covering-designs,136,30
ljcr-c-43-9-3,ljcr-covering-designs,193,30
ljcr-c-49-20-4,ljcr-covering-designs,94,30
ljcr-c-52-20-4,ljcr-covering-designs,108,30
ljcr-c-53-21-4,ljcr-covering-designs,104,30
ljcr-c-54-22-4,ljcr-covering-designs,94,30
ljcr-c-59-12-3,ljcr-covering-designs,198,30
ljcr-c-60-12-3,ljcr-covering-designs,205,30
ljcr-c-18-6-4,ljcr-covering-designs,236,31
ljcr-c-21-10-5,ljcr-covering-designs,145,31
ljcr-c-37-18-5,ljcr-covering-designs,105,31
ljcr-c-46-10-3,ljcr-covering-designs,179,31
ljcr-c-46-22-5,ljcr-covering-designs,109,31
ljcr-c-51-20-4,ljcr-covering-designs,105,31
ljcr-c-52-11-3,ljcr-covering-designs,187,31
ljcr-c-55-21-4,ljcr-covering-designs,110,31
ljcr-c-57-22-4,ljcr-covering-designs,109,31
ljcr-c-23-11-5,ljcr-covering-designs,131,32
ljcr-c-26-9-4,ljcr-covering-designs,188,32
ljcr-c-39-8-3,ljcr-covering-designs,218,32
ljcr-c-44-15-4,ljcr-covering-designs,159,32
ljcr-c-45-9-3,ljcr-covering-designs,227,32
ljcr-c-46-16-4,ljcr-covering-designs,147,32
ljcr-c-50-20-4,ljcr-covering-designs,97,32
ljcr-c-56-23-4,ljcr-covering-designs,93,32
ljcr-c-58-22-4,ljcr-covering-designs,112,32
ljcr-c-60-23-4,ljcr-covering-designs,111,32
ljcr-c-34-12-4,ljcr-covering-designs,152,33
ljcr-c-35-7-3,ljcr-covering-designs,233,33
ljcr-c-47-19-4,ljcr-covering-designs,98,33
ljcr-c-57-23-4,ljcr-covering-designs,98,33
ljcr-c-59-23-4,ljcr-covering-designs,108,33
ljcr-c-60-20-4,ljcr-covering-designs,165,33
ljcr-c-20-7-4,ljcr-covering-designs,198,34
ljcr-c-31-11-4,ljcr-covering-designs,153,34
ljcr-c-37-13-4,ljcr-covering-designs,145,34
ljcr-c-38-8-3,ljcr-covering-designs,191,34
ljcr-c-45-15-4,ljcr-covering-designs,166,34
ljcr-c-49-24-5,ljcr-covering-designs,102,34
ljcr-c-51-10-3,ljcr-covering-designs,233,34
ljcr-c-52-21-4,ljcr-covering-designs,99,34
ljcr-c-57-19-4,ljcr-covering-designs,166,34
ljcr-c-51-11-3,ljcr-covering-designs,175,35
ljcr-c-56-12-3,ljcr-covering-designs,175,35
ljcr-c-31-15-5,ljcr-covering-designs,113,36
ljcr-c-36-12-4,ljcr-covering-designs,180,36
ljcr-c-40-8-3,ljcr-covering-designs,231,36
ljcr-c-43-21-5,ljcr-covering-designs,106,36
ljcr-c-23-8-4,ljcr-covering-designs,193,37
ljcr-c-24-8-4,ljcr-covering-designs,226,37
ljcr-c-25-12-5,ljcr-covering-designs,133,37
ljcr-c-25-9-4,ljcr-covering-designs,162,37
ljcr-c-27-13-5,ljcr-covering-designs,125,37
ljcr-c-38-18-5,ljcr-covering-designs,122,37
ljcr-c-41-20-5,ljcr-covering-designs,107,37
ljcr-c-45-22-5,ljcr-covering-designs,107,37
ljcr-c-56-11-3,ljcr-covering-designs,221,37
ljcr-c-57-11-3,ljcr-covering-designs,245,37
ljcr-c-57-12-3,ljcr-covering-designs,185,37
ljcr-c-27-9-4,ljcr-covering-designs,215,38
ljcr-c-40-14-4,ljcr-covering-designs,150,38
ljcr-c-44-9-3,ljcr-covering-designs,210,38
ljcr-c-32-11-4,ljcr-covering-designs,176,39
ljcr-c-34-16-5,ljcr-covering-designs,129,39
ljcr-c-47-16-4,ljcr-covering-designs,166,39
ljcr-c-35-12-4,ljcr-covering-designs,169,40
ljcr-c-58-19-4,ljcr-covering-designs,178,40
ljcr-c-18-8-5,ljcr-covering-designs,233,41
ljcr-c-29-10-4,ljcr-covering-designs,186,41
ljcr-c-29-14-5,ljcr-covering-designs,122,41
ljcr-c-46-9-3,ljcr-covering-designs,246,41
ljcr-c-41-14-4,ljcr-covering-designs,160,42
ljcr-c-21-7-4,ljcr-covering-designs,235,43
ljcr-c-28-10-4,ljcr-covering-designs,154,44
ljcr-c-30-10-4,ljcr-covering-designs,209,44
ljcr-c-50-24-5,ljcr-covering-designs,117,44
ljcr-c-39-18-5,ljcr-covering-designs,147,45
ljcr-c-51-24-5,ljcr-covering-designs,130,45
ljcr-c-20-9-5,ljcr-covering-designs,211,46
ljcr-c-40-19-5,ljcr-covering-designs,129,46
ljcr-c-48-23-5,ljcr-covering-designs,120,46
ljcr-c-38-13-4,ljcr-covering-designs,176,47
ljcr-c-53-25-5,ljcr-covering-designs,126,47
ljcr-c-35-16-5,ljcr-covering-designs,158,48
ljcr-c-49-23-5,ljcr-covering-designs,134,48
ljcr-c-51-17-4,ljcr-covering-designs,180,48
ljcr-c-36-16-5,ljcr-covering-designs,182,49
ljcr-c-36-17-5,ljcr-covering-designs,138,49
ljcr-c-52-25-5,ljcr-covering-designs,120,49
ljcr-c-30-14-5,ljcr-covering-designs,152,51
ljcr-c-42-20-5,ljcr-covering-designs,129,51
ljcr-c-48-16-4,ljcr-covering-designs,183,51
ljcr-c-28-13-5,ljcr-covering-designs,169,52
ljcr-c-32-15-5,ljcr-covering-designs,153,52
ljcr-c-44-21-5,ljcr-covering-designs,130,52
ljcr-c-26-12-5,ljcr-covering-designs,173,53
ljcr-c-24-11-5,ljcr-covering-designs,192,54
ljcr-c-43-20-5,ljcr-covering-designs,147,56
ljcr-c-44-20-5,ljcr-covering-designs,162,56
ljcr-c-27-12-5,ljcr-covering-designs,208,57
ljcr-c-38-17-5,ljcr-covering-designs,183,57
ljcr-c-23-10-5,ljcr-covering-designs,240,58
ljcr-c-42-14-4,ljcr-covering-designs,193,58
ljcr-c-55-18-4,ljcr-covering-designs,196,58
ljcr-c-37-17-5,ljcr-covering-designs,164,59
ljcr-c-54-24-5,ljcr-covering-designs,174,59
ljcr-c-31-14-5,ljcr-covering-designs,189,60
ljcr-c-33-11-4,ljcr-covering-designs,216,60
ljcr-c-39-13-4,ljcr-covering-designs,195,60
ljcr-c-52-24-5,ljcr-covering-designs,147,60
ljcr-c-57-18-4,ljcr-covering-designs,220,61
ljcr-c-58-18-4,ljcr-covering-designs,226,61
ljcr-c-45-21-5,ljcr-covering-designs,148,62
ljcr-c-47-22-5,ljcr-covering-designs,148,62
ljcr-c-49-16-4,ljcr-covering-designs,200,62
ljcr-c-50-23-5,ljcr-covering-designs,156,62
ljcr-c-42-19-5,ljcr-covering-designs,176,63
ljcr-c-46-21-5,ljcr-covering-designs,170,64
ljcr-c-56-18-4,ljcr-covering-designs,208,64
ljcr-c-37-12-4,ljcr-covering-designs,238,65
ljcr-c-54-25-5,ljcr-covering-designs,156,65
ljcr-c-25-11-5,ljcr-covering-designs,226,66
ljcr-c-41-19-5,ljcr-covering-designs,159,66
ljcr-c-33-15-5,ljcr-covering-designs,180,67
ljcr-c-43-14-4,ljcr-covering-designs,218,67
ljcr-c-52-17-4,ljcr-covering-designs,205,67
ljcr-c-37-16-5,ljcr-covering-designs,207,68
ljcr-c-40-13-4,ljcr-covering-designs,219,68
ljcr-c-40-18-5,ljcr-covering-designs,182,68
ljcr-c-53-24-5,ljcr-covering-designs,166,68
ljcr-c-48-21-5,ljcr-covering-designs,204,69
ljcr-c-49-22-5,ljcr-covering-designs,183,69
ljcr-c-56-25-5,ljcr-covering-designs,184,69
ljcr-c-59-19-4,ljcr-covering-designs,212,69
ljcr-c-45-20-5,ljcr-covering-designs,185,70
ljcr-c-34-11-4,ljcr-covering-designs,249,72
ljcr-c-47-21-5,ljcr-covering-designs,187,72
ljcr-c-46-15-4,ljcr-covering-designs,211,73
ljcr-c-41-18-5,ljcr-covering-designs,209,74
ljcr-c-55-25-5,ljcr-covering-designs,169,74
ljcr-c-48-22-5,ljcr-covering-designs,169,75
ljcr-c-51-23-5,ljcr-covering-designs,173,75
ljcr-c-55-24-5,ljcr-covering-designs,195,75
ljcr-c-53-17-4,ljcr-covering-designs,220,76
ljcr-c-39-17-5,ljcr-covering-designs,215,77
ljcr-c-52-23-5,ljcr-covering-designs,193,77
ljcr-c-47-15-4,ljcr-covering-designs,235,78
ljcr-c-44-14-4,ljcr-covering-designs,246,79
ljcr-c-60-19-4,ljcr-covering-designs,228,79
ljcr-c-40-17-5,ljcr-covering-designs,243,80
ljcr-c-43-19-5,ljcr-covering-designs,198,80
ljcr-c-34-15-5,ljcr-covering-designs,215,81
ljcr-c-50-16-4,ljcr-covering-designs,236,82
ljcr-c-54-17-4,ljcr-covering-designs,241,82
ljcr-c-57-25-5,ljcr-covering-designs,201,82
ljcr-c-29-13-5,ljcr-covering-designs,215,83
ljcr-c-46-20-5,ljcr-covering-designs,221,83
ljcr-c-50-22-5,ljcr-covering-designs,204,85
ljcr-c-51-22-5,ljcr-covering-designs,225,85
ljcr-c-58-25-5,ljcr-covering-designs,225,85
ljcr-c-42-18-5,ljcr-covering-designs,231,88
ljcr-c-35-15-5,ljcr-covering-designs,240,90
ljcr-c-30-13-5,ljcr-covering-designs,250,93
ljcr-c-53-23-5,ljcr-covering-designs,213,93
ljcr-c-32-14-5,ljcr-covering-designs,232,94
ljcr-c-44-19-5,ljcr-covering-designs,233,94
ljcr-c-56-24-5,ljcr-covering-designs,240,100
